类目名称,买家数,成交金额,搜索人数,成交金额占比,成交金额同比,成交人数占比,成交人数同比,客单价,UV价值,开始日期,结束日期
手机保护套/壳,27524495,503205377,82138973,38.16,70.34,52.07,11.2,18.28,6.13,2017-10-01,2017-10-31
手机贴膜,18384095,190704104,26656100,11.79,28.26,25.05,16.74,10.37,7.15,2017-10-01,2017-10-31
手机零部件,2125787,189281648,15767938,11.72,12.75,5.28,11.7,89.04,12.0,2017-10-01,2017-10-31
移动电源,2801112,188888518,14276910,11.7,27.56,7.22,11.89,67.43,13.23,2017-10-01,2017-10-31
手机数据线,4178627,153248705,10788473,8.04,68.09,11.07,22.33,36.67,14.2,2017-10-01,2017-10-31
笔记本零部件,239344,86347867,1207958,2.96,-2.5,0.21,-20.65,360.77,71.48,2017-10-01,2017-10-31
手机电池,853572,78580857,3982661,2.83,38.11,1.56,-0.59,92.06,19.73,2017-10-01,2017-10-31
数据线,3271462,78067182,7410391,2.83,42.05,7.77,27.82,23.86,10.53,2017-10-01,2017-10-31
手机充电器,1330220,77197180,4993601,2.83,32.6,2.82,11.09,58.03,15.46,2017-10-01,2017-10-31
平板电脑保护套/壳,1103338,70329290,3579853,2.25,0.04,2.14,-14.27,63.74,19.65,2017-10-01,2017-10-31
手机支架/手机座,2056169,57467181,5565628,1.56,30.77,4.88,-32.06,27.95,10.33,2017-10-01,2017-10-31
其它配件,394854,52632314,3485549,1.12,377.0,0.36,416.16,133.3,15.1,2017-10-01,2017-10-31
笔记本电脑包,424280,32508990,2051460,0.81,8.33,0.39,11.26,76.62,15.85,2017-10-01,2017-10-31
影室灯,32148,25908355,314489,0.47,38.95,0.02,12.17,805.91,82.38,2017-10-01,2017-10-31
普通干电池,500784,20603540,1304728,0.4,41.98,0.59,38.96,41.14,15.79,2017-10-01,2017-10-31
云台,17641,19416138,299515,0.4,393.2,0.01,309.47,1100.63,64.83,2017-10-01,2017-10-31
自拍杆/架,306814,18530392,1149637,0.35,-3.52,0.31,-32.67,60.4,16.12,2017-10-01,2017-10-31
脚架,50911,17907471,429539,0.33,-14.31,0.03,-20.34,351.74,41.69,2017-10-01,2017-10-31
背景布类,187987,17803243,1660045,0.33,54.16,0.11,65.6,94.7,10.72,2017-10-01,2017-10-31
摄像机配件,26757,17519006,448005,0.33,27.73,0.02,65.67,654.74,39.1,2017-10-01,2017-10-31
遥控设备,480702,17434687,1365252,0.33,27.72,0.5,39.14,36.27,12.77,2017-10-01,2017-10-31
笔记本电池,59273,17347900,332001,0.32,11.38,0.04,11.25,292.68,52.25,2017-10-01,2017-10-31
纽扣电池,530707,16854904,1277915,0.32,36.69,0.67,42.18,31.76,13.19,2017-10-01,2017-10-31
笔记本电源,84782,15415022,447054,0.31,-5.51,0.06,-3.74,181.82,34.48,2017-10-01,2017-10-31
手机镜头,96610,15030198,944528,0.31,68.26,0.08,72.27,155.58,15.91,2017-10-01,2017-10-31
通用电池充电套装,212986,14913013,451959,0.31,11.06,0.12,-6.8,70.02,33.0,2017-10-01,2017-10-31
USB HUB/转换器,173714,14120595,603275,0.3,39.2,0.11,0.62,81.29,23.41,2017-10-01,2017-10-31
数码相机包,54568,12874863,459559,0.27,-17.83,0.04,-14.07,235.94,28.02,2017-10-01,2017-10-31
笔记本炫彩贴,249237,12793147,1766238,0.27,38.03,0.21,27.52,51.33,7.24,2017-10-01,2017-10-31
平板电脑零部件,51125,8638484,450803,0.11,3.88,0.03,-1.23,168.97,19.16,2017-10-01,2017-10-31
读卡器,127138,7720978,482675,0.09,58.08,0.09,31.86,60.73,16.0,2017-10-01,2017-10-31
摄影棚,24585,7174679,138275,0.08,21.48,0.01,24.49,291.83,51.89,2017-10-01,2017-10-31
数码收纳整理包,210326,7154563,1082853,0.08,68.2,0.12,31.81,34.02,6.61,2017-10-01,2017-10-31
耳机保护套,225140,7149313,774783,0.08,25.77,0.12,25.59,31.75,9.23,2017-10-01,2017-10-31
滤镜,43099,6918793,225518,0.08,-20.44,0.02,-5.9,160.53,30.68,2017-10-01,2017-10-31
平板电脑屏幕贴膜,273366,6712535,484281,0.08,-3.08,0.27,-24.26,24.56,13.86,2017-10-01,2017-10-31
笔记本键盘保护膜,425601,6692492,1453544,0.08,5.03,0.39,-11.59,15.72,4.6,2017-10-01,2017-10-31
苹果视频线/转换线,53126,6652760,426822,0.08,21.16,0.03,37.61,125.23,15.59,2017-10-01,2017-10-31
手写笔,50834,6366836,381327,0.07,84.6,0.03,42.59,125.25,16.7,2017-10-01,2017-10-31
笔记本散热器/降温卡,96519,6351095,492234,0.06,-16.56,0.08,-16.78,65.8,12.9,2017-10-01,2017-10-31
手机挂件/手机链,355607,6225485,1994771,0.06,25.62,0.33,34.47,17.51,3.12,2017-10-01,2017-10-31
数码相机电池,43756,6186646,131301,0.06,-20.54,0.03,-17.6,141.39,47.12,2017-10-01,2017-10-31
USB翻页激光笔,53160,6124311,98241,0.06,13.87,0.03,25.03,115.21,62.34,2017-10-01,2017-10-31
相机闪光灯,7869,6123879,72243,0.06,-8.08,0.0,-8.58,778.23,84.77,2017-10-01,2017-10-31
耳机绕线器,473206,6112894,1357260,0.06,-3.36,0.48,-17.83,12.92,4.5,2017-10-01,2017-10-31
笔记本多功能支架/桌,48962,5870383,400005,0.06,25.4,0.03,67.26,119.9,14.68,2017-10-01,2017-10-31
USB电脑锁/防盗器,20079,5746967,94403,0.05,129.72,0.01,25.44,286.22,60.88,2017-10-01,2017-10-31
快显胶片,25428,5680159,96195,0.05,-16.52,0.02,3.05,223.38,59.05,2017-10-01,2017-10-31
辅助道具类,50777,5406769,451698,0.05,-30.1,0.03,-4.44,106.48,11.97,2017-10-01,2017-10-31
防潮箱,9789,5330327,52671,0.04,-10.37,0.01,-8.29,544.52,101.2,2017-10-01,2017-10-31
PDA/掌上电脑,3927,4966980,54683,0.04,56.57,0.0,65.54,1264.83,90.83,2017-10-01,2017-10-31
车载充电器,52258,4679050,532070,0.04,25.66,0.03,-1.41,89.54,8.79,2017-10-01,2017-10-31
转接环,8585,4667751,61555,0.04,38.9,0.0,11.58,543.71,75.83,2017-10-01,2017-10-31
数码维修工具,40127,4571029,263572,0.04,89.87,0.02,217.24,113.91,17.34,2017-10-01,2017-10-31
笔记本屏幕贴膜,61883,3639290,411054,0.04,31.2,0.04,0.45,58.81,8.85,2017-10-01,2017-10-31
平板电脑包,3681,3610972,53094,0.04,460.88,0.0,33.1,980.98,68.01,2017-10-01,2017-10-31
分配器/分频器/分支器,24785,3499649,96059,0.04,12.15,0.01,25.47,141.2,36.43,2017-10-01,2017-10-31
视频线/音频线/AV线,87259,3344203,494841,0.03,60.34,0.06,87.12,38.33,6.76,2017-10-01,2017-10-31
笔记本膝上桌,53335,3195861,1374981,0.03,1054.52,0.04,2098.38,59.92,2.32,2017-10-01,2017-10-31
射频器/转换器,15975,3096946,81322,0.03,-3.78,0.01,11.75,193.86,38.08,2017-10-01,2017-10-31
USB风扇,53737,3093770,460883,0.03,140.89,0.04,90.05,57.57,6.71,2017-10-01,2017-10-31
数码显微镜,5657,3091125,65440,0.03,35.41,0.0,36.6,546.42,47.24,2017-10-01,2017-10-31
平板电脑支架,29083,3057375,294474,0.03,19.67,0.02,-32.9,105.13,10.38,2017-10-01,2017-10-31
苹果卡槽,61861,2970568,451235,0.03,-34.28,0.04,-28.63,48.02,6.58,2017-10-01,2017-10-31
手机贴纸,147229,2970205,1336748,0.03,3.01,0.11,24.34,20.17,2.22,2017-10-01,2017-10-31
18650电池,10355,2860800,151419,0.03,62.18,0.01,71.67,276.27,18.89,2017-10-01,2017-10-31
清洁套装,97831,2854622,384217,0.03,72.15,0.08,99.04,29.18,7.43,2017-10-01,2017-10-31
胶卷,10088,2854469,50885,0.03,18.73,0.01,63.12,282.96,56.1,2017-10-01,2017-10-31
灯附件,10601,2852751,51499,0.03,11.35,0.01,-3.44,269.1,55.39,2017-10-01,2017-10-31
电子书保护套,51153,2806140,309621,0.03,67.26,0.03,48.55,54.86,9.06,2017-10-01,2017-10-31
3G无线上网卡设备,7607,2779408,92569,0.03,-35.38,0.0,-35.68,365.38,30.03,2017-10-01,2017-10-31
数码相框,2097,2460820,44411,0.03,-11.98,0.0,-22.04,1173.5,55.41,2017-10-01,2017-10-31
外拍灯,2111,2320378,43112,0.03,53.08,0.0,171.92,1099.18,53.82,2017-10-01,2017-10-31
手机防尘塞,49909,2183623,446475,0.03,65.21,0.03,-33.44,43.75,4.89,2017-10-01,2017-10-31
平板电脑外接键盘,5417,2116320,263032,0.03,30.49,0.0,22.47,390.68,8.05,2017-10-01,2017-10-31
涂鸦笔,9490,2059664,96889,0.02,121.24,0.0,196.6,217.04,21.26,2017-10-01,2017-10-31
USB灯,65135,1951984,422374,0.02,-19.99,0.04,-35.2,29.97,4.62,2017-10-01,2017-10-31
闪光灯配件,9552,1716345,51165,0.02,12.82,0.0,11.72,179.68,33.55,2017-10-01,2017-10-31
USB延长线,43753,1543789,93111,0.02,11.5,0.03,3.6,35.28,16.58,2017-10-01,2017-10-31
相机背带,10751,1518798,73804,0.02,11.07,0.01,13.74,141.27,20.58,2017-10-01,2017-10-31
USB加湿器,26291,1481534,399863,0.02,904.26,0.02,3686.3,56.35,3.71,2017-10-01,2017-10-31
摄影包,3797,1458901,66173,0.02,0.33,0.0,11.43,384.22,22.05,2017-10-01,2017-10-31
数码相机充电器,20540,1385048,59578,0.02,-22.83,0.01,-10.01,67.43,23.25,2017-10-01,2017-10-31
节电器/省电器,9859,1356992,61824,0.02,72.46,0.01,37.92,137.64,21.95,2017-10-01,2017-10-31
笔记本个性小贴纸,43184,1341860,430064,0.01,52.12,0.02,31.59,31.07,3.12,2017-10-01,2017-10-31
电视高压包,43133,1279244,53544,0.01,-14.58,0.02,-8.44,29.66,23.89,2017-10-01,2017-10-31
镜头纸/镜头布,16833,1278081,46357,0.01,21.4,0.01,3.12,75.93,27.57,2017-10-01,2017-10-31
单反手柄,2091,1252985,43633,0.01,-13.91,0.0,-2.48,599.23,28.72,2017-10-01,2017-10-31
单反/单电电池,4371,1198513,45610,0.01,87.74,0.0,75.45,274.2,26.28,2017-10-01,2017-10-31
插头/接口,12912,1188630,74500,0.01,11.19,0.01,11.04,92.06,15.95,2017-10-01,2017-10-31
3D立体眼镜,2463,1187127,49808,0.01,-35.64,0.0,-49.16,481.98,23.83,2017-10-01,2017-10-31
柔光器具,6597,1156366,39677,0.01,52.5,0.0,17.01,175.29,29.14,2017-10-01,2017-10-31
遮光罩,11375,1097503,52425,0.01,-2.51,0.01,-17.81,96.48,20.93,2017-10-01,2017-10-31
快装板,7395,1032448,43006,0.01,5.11,0.0,18.64,139.61,24.01,2017-10-01,2017-10-31
摄影台/静物台,2867,1011112,25713,0.01,-16.82,0.0,-21.7,352.67,39.32,2017-10-01,2017-10-31
平板电脑底座,1362,1008529,27491,0.01,64.88,0.0,51.82,740.48,36.69,2017-10-01,2017-10-31
快门线,8564,999435,43550,0.01,-17.52,0.0,-17.83,116.7,22.95,2017-10-01,2017-10-31
平板电脑充电器,9627,986233,50572,0.01,0.57,0.0,-30.81,102.44,19.5,2017-10-01,2017-10-31
镜头盖,23731,979177,52674,0.01,2.94,0.01,-0.67,41.26,18.59,2017-10-01,2017-10-31
反光器具,9879,901568,43569,0.01,11.02,0.01,5.72,91.26,20.69,2017-10-01,2017-10-31
清洁液,12942,870372,43646,0.01,25.46,0.01,66.52,67.25,19.94,2017-10-01,2017-10-31
遥控器,10129,853552,60279,0.01,-46.81,0.01,-52.23,84.27,14.16,2017-10-01,2017-10-31
数码设备外接键盘,1720,849278,24596,0.01,400.46,0.0,306.76,493.77,34.53,2017-10-01,2017-10-31
点读机/点读笔配件,9766,844265,43232,0.01,-29.36,0.01,-24.35,86.45,19.53,2017-10-01,2017-10-31
擦屏布,10311,833249,47752,0.01,-24.08,0.01,31.18,80.81,17.45,2017-10-01,2017-10-31
USB暖手鼠标垫,25887,816046,73382,0.01,-34.21,0.02,-32.09,31.52,11.12,2017-10-01,2017-10-31
电子书灯,10405,797244,69748,0.01,101.95,0.01,121.46,76.62,11.43,2017-10-01,2017-10-31
脚架包,2092,786403,10607,0.01,121.59,0.0,-0.48,375.91,74.14,2017-10-01,2017-10-31
音乐枕,4395,757813,76357,0.01,7.28,0.0,-7.72,172.43,9.92,2017-10-01,2017-10-31
闪存卡转接套,12829,737286,130185,0.01,11.07,0.01,22.71,57.47,5.66,2017-10-01,2017-10-31
显示器/打印机色彩校正仪,679,730768,6789,0.01,25.28,0.0,66.2,1076.24,107.64,2017-10-01,2017-10-31
校色仪,766,730454,9124,0.01,-2.47,0.0,86.51,953.6,80.06,2017-10-01,2017-10-31
18650电池盒,10588,730121,66509,0.0,67.35,0.01,52.01,68.96,10.98,2017-10-01,2017-10-31
USB暖手宝/暖手袋,3160,721241,47467,0.0,-8.46,0.0,-24.62,228.24,15.19,2017-10-01,2017-10-31
VGA切换器,9472,720093,42037,0.0,22.58,0.0,19.46,76.02,17.13,2017-10-01,2017-10-31
USB电话机/网络电话机,2301,688561,13494,0.0,11.16,0.0,-46.18,299.24,51.03,2017-10-01,2017-10-31
F头,5955,669522,26563,0.0,-32.07,0.0,-6.86,112.43,25.21,2017-10-01,2017-10-31
取景器,1049,602842,19608,0.0,-14.1,0.0,17.69,574.68,30.74,2017-10-01,2017-10-31
MP3/MP4保护套,2077,566049,42528,0.0,106.77,0.0,84.28,272.53,13.31,2017-10-01,2017-10-31
手机智能按键,1307,559001,12333,0.0,1179.38,0.0,320.8,427.7,45.33,2017-10-01,2017-10-31
RF头,2030,555201,20386,0.0,25.47,0.0,7.77,273.5,27.23,2017-10-01,2017-10-31
相机腕带,5798,555038,43144,0.0,-2.44,0.0,7.72,95.73,12.86,2017-10-01,2017-10-31
测光表,358,511882,5536,0.0,11.58,0.0,39.82,1429.84,92.46,2017-10-01,2017-10-31
电子辞典/学习机配件,3814,510392,43194,0.0,0.82,0.0,14.6,133.82,11.82,2017-10-01,2017-10-31
隔离器/耦合器,1998,508040,10760,0.0,60.31,0.0,22.94,254.27,47.22,2017-10-01,2017-10-31
触摸屏手套,9345,498888,78480,0.0,98.66,0.0,120.31,53.39,6.36,2017-10-01,2017-10-31
照片夹子,19235,495152,78053,0.0,384.44,0.01,309.52,25.74,6.34,2017-10-01,2017-10-31
脚架配件,2114,493110,25415,0.0,33.4,0.0,28.89,233.26,19.4,2017-10-01,2017-10-31
SIM 剪卡钳,10380,491661,43123,0.0,-40.25,0.01,-35.62,47.37,11.4,2017-10-01,2017-10-31
说明书/使用指南,27502,491320,72872,0.0,-51.47,0.02,759.35,17.86,6.74,2017-10-01,2017-10-31
微波炉面板,9988,480426,41788,0.0,24.68,0.01,25.11,48.1,11.5,2017-10-01,2017-10-31
相机专用遥控器,2168,480380,19751,0.0,-24.83,0.0,-33.58,221.58,24.32,2017-10-01,2017-10-31
苹果取卡针,20985,474037,51734,0.0,101.81,0.01,63.54,22.59,9.16,2017-10-01,2017-10-31
BNC头,2118,443623,10476,0.0,-2.42,0.0,22.4,209.45,42.35,2017-10-01,2017-10-31
机顶盒共享器,687,427448,13417,0.0,31.44,0.0,-3.56,622.2,31.86,2017-10-01,2017-10-31
无线传输设备,676,424585,8551,0.0,27.52,0.0,-6.01,628.08,49.65,2017-10-01,2017-10-31
广角镜,609,412822,7504,0.0,8.12,0.0,-32.96,677.87,55.01,2017-10-01,2017-10-31
电池收纳盒,3849,403545,15579,0.0,97.07,0.0,-3.75,104.84,25.9,2017-10-01,2017-10-31
增距镜,519,401603,8338,0.0,18.61,0.0,22.43,773.8,48.17,2017-10-01,2017-10-31
USB暖手套/暖脚鞋,2051,396366,49960,0.0,42.79,0.0,-32.86,193.25,7.93,2017-10-01,2017-10-31
防寒设备,1648,394601,9959,0.0,72.08,0.0,143.18,239.44,39.62,2017-10-01,2017-10-31
MSN聊天伴侣,19772,391921,52711,0.0,681.27,0.01,9999.99,19.82,7.44,2017-10-01,2017-10-31
RCA头,2802,389571,18563,0.0,40.31,0.0,37.26,139.03,20.99,2017-10-01,2017-10-31
USB吸尘器,5525,378191,42355,0.0,306.89,0.0,99.34,68.45,8.93,2017-10-01,2017-10-31
屏幕保护膜,3854,376917,26512,0.0,11.12,0.0,187.89,97.8,14.22,2017-10-01,2017-10-31
USB Humping Dog,679,376614,2150,0.0,271.66,0.0,445.41,554.66,175.17,2017-10-01,2017-10-31
电子书手写笔/电磁笔,9219,376050,51525,0.0,383.14,0.0,1470.53,40.79,7.3,2017-10-01,2017-10-31
一次成像相机专用包,3553,373866,29206,0.0,-10.41,0.0,12.59,105.23,12.8,2017-10-01,2017-10-31
线缆收纳器/集线器,2107,369345,43224,0.0,88.41,0.0,-27.95,175.29,8.54,2017-10-01,2017-10-31
USB多功能数码宝,1791,368275,17449,0.0,-33.27,0.0,-45.92,205.63,21.11,2017-10-01,2017-10-31
气吹,8396,361802,19241,0.0,8.4,0.0,-5.52,43.09,18.8,2017-10-01,2017-10-31
耳机线夹,951,321093,9606,0.0,763.1,0.0,103.52,337.64,33.43,2017-10-01,2017-10-31
相机眼罩,4191,269736,14372,0.0,-8.49,0.0,3.12,64.36,18.77,2017-10-01,2017-10-31
FM/MP3发射器,1006,188432,10193,0.0,-33.43,0.0,-46.08,187.31,18.49,2017-10-01,2017-10-31
AV切换器,1986,169617,10638,0.0,65.99,0.0,-20.15,85.41,15.94,2017-10-01,2017-10-31
数据连接线,1263,161209,16075,0.0,261.98,0.0,25.08,127.64,10.03,2017-10-01,2017-10-31
液晶屏保护膜,4028,160950,24298,0.0,-35.82,0.0,-46.06,39.96,6.62,2017-10-01,2017-10-31
电纸书屏幕贴膜,2066,156294,17260,0.0,-35.28,0.0,-31.79,75.65,9.06,2017-10-01,2017-10-31
相机/摄像机专用充电套装,1370,149791,10682,0.0,28.1,0.0,47.23,109.34,14.02,2017-10-01,2017-10-31
相片角贴,19047,149078,51809,0.0,18.75,0.01,42.47,7.83,2.88,2017-10-01,2017-10-31
平板电脑数据线,1510,149064,10746,0.0,22.15,0.0,-26.72,98.72,13.87,2017-10-01,2017-10-31
数码伴侣,2058,142822,8770,0.0,-22.69,0.0,1004.28,69.4,16.29,2017-10-01,2017-10-31
KVM,600,119379,4768,0.0,-16.0,0.0,-3.44,198.97,25.04,2017-10-01,2017-10-31
一次成像相册,2114,119027,13471,0.0,11.23,0.0,9.0,56.3,8.84,2017-10-01,2017-10-31
镜头笔,1938,116545,6530,0.0,18.42,0.0,-5.11,60.14,17.85,2017-10-01,2017-10-31
高压气罐,1099,111968,8059,0.0,19.36,0.0,24.68,101.88,13.89,2017-10-01,2017-10-31
相机色卡,681,111321,3336,0.0,71.68,0.0,260.41,163.47,33.37,2017-10-01,2017-10-31
数码相机适配器,698,95928,6530,0.0,11.6,0.0,47.17,137.43,14.69,2017-10-01,2017-10-31
保护箱,358,90067,4126,0.0,-24.81,0.0,6.86,251.58,21.83,2017-10-01,2017-10-31
单反/单电充电器,1038,80206,7536,0.0,8.04,0.0,-8.19,77.27,10.64,2017-10-01,2017-10-31
USB摆设品/装饰品,679,77696,2671,0.0,1023.81,0.0,762.45,114.43,29.09,2017-10-01,2017-10-31
cmos清洁,2058,76385,5982,0.0,438.82,0.0,450.23,37.12,12.77,2017-10-01,2017-10-31
电纸书充电器,1124,74234,6129,0.0,31.8,0.0,7.72,66.04,12.11,2017-10-01,2017-10-31
键盘刷,8835,72266,21327,0.0,-24.27,0.0,-10.26,8.18,3.39,2017-10-01,2017-10-31
脚架接环,677,69670,2365,0.0,86.37,0.0,11.02,102.91,29.46,2017-10-01,2017-10-31
